"nocontrat";"no";"garantie";"cout";"exposition";"zone";"puissance";"agevehicule";"ageconducteur";"bonus";"marque";"carburant";"densite";"region"
"1309";3123521;82041;"1RC";2033.82;0.75;"C";4;4;38;52;3;"D";93;13
"1310";3123536;82016;"1RC";1204;1;"C";7;4;37;62;2;"E";93;13
"1311";3123759;71306;"1RC";1204;0.39;"C";6;5;22;100;2;"D";53;0
"1312";3123877;71423;"1RC";1326.49;0.93;"E";13;1;59;50;10;"E";53;13
"1313";3124362;68375;"1RC";1204;0.54;"D";9;19;27;76;1;"E";22;5
"1314";3124775;73657;"1RC";1233.05;0.47;"C";6;8;53;50;13;"D";82;13
"1315";3128134;79559;"1RC";1204;0.2;"D";8;22;24;100;1;"D";72;0
"1316";3129353;82349;"1RC";1311.01;0.46;"D";11;13;24;95;2;"E";82;1
"1317";3129353;82268;"1RC";1302.32;0.46;"D";11;13;24;95;2;"E";82;1
"1318";3129627;78759;"1RC";1204;0.65;"E";10;2;39;88;3;"D";24;2
"1319";3130109;70385;"1RC";616.15;1;"E";7;7;38;50;10;"D";72;13
"1320";3130630;73371;"1RC";1204;1;"C";5;2;25;85;3;"D";41;3
"1321";3131208;76057;"1RC";5648.62;0.82;"D";9;1;55;50;10;"D";82;13
"1322";3131517;72246;"1RC";1204;0.24;"A";6;11;56;62;1;"D";26;13
"1323";3132131;80084;"1RC";1204;0.91;"D";10;17;39;62;12;"D";82;13
"1324";3132335;80186;"1RC";1101.1;1;"A";8;20;40;67;1;"D";24;7
"1325";3134542;79946;"1RC";100;0.78;"C";7;0;51;50;1;"D";53;13
"1326";3135060;69275;"1RC";1658.37;1;"D";5;19;43;95;2;"D";93;1
"1327";3135274;73817;"1RC";1204;0.25;"E";14;2;47;61;3;"E";82;13
"1328";3135508;70915;"1RC";2408;0.6;"D";4;17;53;50;2;"E";24;13
"1329";3135642;83642;"1RC";1204;0.78;"D";7;12;43;118;2;"E";24;-1
"1330";3135927;76761;"1RC";1208.65;0.91;"A";7;5;44;74;1;"D";24;5
"1331";3135966;76717;"1RC";1470.2;0.67;"C";5;5;23;90;3;"D";24;2
"1332";3135966;76793;"1RC";2232.86;0.67;"C";5;5;23;90;3;"D";24;2
"1333";3135985;76729;"1RC";1204;0.12;"A";5;4;33;50;2;"D";24;13
"1334";3136316;68932;"1RC";1204;0.53;"C";5;2;57;62;6;"D";82;13
"1335";3137268;76156;"1RC";1204;0.8;"E";6;4;52;50;3;"D";82;13
"1336";3138583;70982;"1RC";271.58;0.61;"A";8;9;25;80;12;"E";24;4
"1337";3138713;71125;"1RC";2353.81;0.29;"E";4;14;28;100;2;"E";53;0
"1338";3139884;83779;"1RC";1204;0.08;"C";6;17;19;95;1;"E";93;1
"1339";3140129;70690;"1RC";1204;0.7;"D";5;12;51;50;2;"D";82;13
"1340";3140255;81893;"1RC";947.95;0.91;"D";7;2;29;69;3;"D";93;6
"1341";3140255;81968;"1RC";1204;0.91;"D";7;2;29;69;3;"D";93;6
"1342";3140534;72698;"1RC";72.43;0.66;"A";14;18;23;68;13;"E";53;7
"1343";3141462;69135;"1RC";4114;0.9;"E";13;4;54;58;13;"E";82;13
"1344";3141462;68992;"1RC";2697.98;0.9;"E";13;4;54;58;13;"E";82;13
"1345";3142316;80667;"1RC";164;0.26;"A";6;12;46;50;1;"D";24;13
"1346";3142392;68001;"1RC";1204;0.79;"B";4;18;51;58;1;"D";72;13
"1347";3143235;68457;"1RC";1204;0.88;"A";7;14;36;62;1;"E";54;13
"1348";3143714;81202;"1RC";1204;0.52;"A";4;10;44;78;2;"D";24;4
"1349";3144521;83201;"1RC";1204;0.21;"E";7;8;22;100;1;"D";93;0
"1350";3144641;83236;"1RC";1204;1;"E";6;6;56;58;12;"E";93;13
"1351";3145244;74238;"1RC";443.54;0.34;"C";5;4;25;85;3;"D";24;3
"1352";3145341;78392;"1RC";39204;1;"C";6;13;76;50;1;"D";54;13
"1353";3145950;71590;"1RC";602;0.7;"D";6;14;19;100;1;"D";24;0
"1354";3146622;78288;"1RC";1353.05;1;"E";6;2;78;50;1;"E";93;13
"1355";3148163;74570;"1RC";9642.54;0.1;"D";4;14;19;100;2;"D";52;0
"1356";3148343;82018;"1RC";8349.07;0.5;"D";10;8;51;50;12;"E";93;13
"1357";3148864;79038;"1RC";1204;1;"E";5;8;53;71;4;"D";24;6
"1358";3151155;78129;"1RC";1204;0.76;"C";15;16;32;88;1;"E";11;2
"1359";3151194;78121;"1RC";1204;0.2;"C";6;16;28;80;2;"D";24;4
"1360";3151439;80938;"1RC";1204;0.49;"C";7;9;20;95;1;"E";52;1
"1361";3151601;78656;"1RC";1204;0.45;"A";6;4;43;80;2;"D";24;4
"1362";3151688;78519;"1RC";1204;0.44;"B";5;18;51;50;1;"D";54;13
"1363";3151785;74180;"1RC";21594.95;0.67;"D";6;12;38;50;3;"D";31;13
"1364";3152239;71973;"1RC";1204;1;"C";7;5;47;62;1;"D";53;13
"1365";3152320;75526;"1RC";977.61;1;"C";5;14;41;50;12;"D";24;13
"1366";3153518;70906;"1RC";3425.28;0.55;"A";6;11;70;147;1;"D";24;-1
"1367";3154456;75191;"1RC";1642.77;0.91;"E";8;1;56;50;2;"D";24;13
"1368";3154508;75105;"1RC";1204;0.75;"C";4;1;43;50;5;"D";24;13
"1369";3154762;79899;"1RC";969.9;0.5;"C";9;27;20;100;10;"D";53;0
"1370";3155135;78974;"1RC";432.79;0.58;"C";7;1;40;62;12;"D";24;13
"1371";3155135;79042;"1RC";1204;0.58;"C";7;1;40;62;12;"D";24;13
"1372";3155696;69229;"1RC";76;0.23;"C";11;11;39;50;1;"E";91;13
"1373";3155857;76604;"1RC";1204;0.19;"C";9;10;20;100;1;"E";24;0
"1374";3155979;82563;"1RC";1204;0.06;"D";8;11;45;50;10;"E";82;13
"1375";3156234;73436;"1RC";925.76;1;"C";7;9;20;90;11;"E";82;2
"1376";3157798;70516;"1RC";1204;0.95;"D";7;1;59;62;1;"D";72;13
"1377";3157848;70304;"1RC";839.53;0.21;"E";6;10;33;75;2;"D";72;5
"1378";3157935;70512;"1RC";843.59;0.46;"E";6;8;22;80;3;"E";72;4
"1379";3158666;67988;"1RC";1204;1;"C";6;6;60;50;1;"D";73;13
"1380";3159066;76152;"1RC";1204;0.52;"E";7;4;40;95;1;"D";82;1
"1381";3159906;71304;"1RC";94.88;0.88;"B";4;0;42;75;2;"E";53;5
"1382";3159957;71345;"1RC";1204;0.68;"B";6;12;68;50;1;"D";53;13
"1383";3160331;79415;"1RC";2119.11;1;"F";14;14;66;85;10;"E";11;3
"1384";3160507;78182;"1RC";1391.86;1;"E";4;4;20;95;4;"E";93;1
"1385";3160507;78229;"1RC";3800.99;1;"E";4;4;20;95;4;"E";93;1
"1386";3160871;69654;"1RC";727.54;1;"F";6;1;66;50;1;"D";11;13
"1387";3161872;74777;"1RC";1204;0.87;"E";6;12;54;82;1;"D";11;3
"1388";3162303;76138;"1RC";1204;0.19;"E";5;15;37;125;12;"D";82;-1
"1389";3162775;68609;"1RC";1259.29;0.12;"E";6;10;35;100;2;"D";82;0
"1390";3162792;68963;"1RC";1204;1;"B";5;8;48;50;1;"E";82;13
"1391";3163526;72798;"1RC";316.4;0.74;"D";5;5;45;50;1;"D";53;13
"1392";3163736;83550;"1RC";2517.45;0.65;"B";5;13;53;50;2;"D";23;13
"1393";3164288;77792;"1RC";1204;1;"D";4;17;24;125;14;"E";52;-1
"1394";3164533;81776;"1RC";1204;1;"D";6;9;76;50;2;"D";82;13
"1395";3165299;82330;"1RC";1573.44;0.77;"D";7;11;30;95;1;"E";82;1
"1396";3165358;82335;"1RC";4204;0.3;"B";6;11;23;95;1;"D";25;1
"1397";3165667;77386;"1RC";1204;0.24;"C";6;8;79;72;2;"D";91;6
"1398";3166551;80178;"1RC";13500;0.95;"C";9;8;31;106;3;"E";24;-1
"1399";3167151;82039;"1RC";602;0.7;"E";7;9;66;50;11;"D";93;13
"1400";3167353;71871;"1RC";1204;0.7;"D";6;2;27;58;10;"D";53;13
"1401";3167396;71889;"1RC";4686.79;0.67;"C";8;0;32;68;12;"D";53;7
"1402";3167499;76315;"1RC";1204;0.75;"D";5;6;36;50;1;"D";82;13
"1403";3167695;76537;"1RC";602;0.9;"E";6;13;47;76;1;"E";82;5
"1404";3168244;81338;"1RC";1204;0.75;"B";5;13;20;118;6;"D";52;-1
"1405";3168277;81319;"1RC";1204;0.15;"C";7;12;48;50;2;"D";74;13
"1406";3168853;77745;"1RC";1020.52;1;"D";5;5;41;50;3;"D";52;13
"1407";3169634;70459;"1RC";1204;0.8;"E";7;13;32;90;3;"E";72;2
"1408";3170134;78311;"1RC";298.21;0.49;"E";11;5;49;50;13;"E";11;13
"1409";3170727;69810;"1RC";1204;0.69;"C";5;4;49;62;2;"E";24;13
"1410";3170779;69260;"1RC";1204;0.13;"C";5;10;21;95;2;"D";93;1
"1411";3170902;69535;"1RC";684.39;0.53;"C";7;12;46;50;2;"E";25;13
"1412";3172124;72471;"1RC";341.18;0.72;"C";9;8;29;100;11;"E";24;0
"1413";3172978;77500;"1RC";77.99;0.21;"C";4;8;33;68;5;"E";24;7
"1414";3173272;82114;"1RC";764.88;0.2;"E";6;6;40;54;2;"D";93;11
"1415";3173613;76000;"1RC";1697;0.49;"A";7;12;59;57;4;"E";52;10
"1416";3174811;83443;"1RC";334.82;0.63;"C";9;12;55;50;2;"E";24;13
"1417";3174828;83449;"1RC";1063.9;0.5;"B";5;9;32;64;3;"D";24;8
"1418";3176302;72769;"1RC";1204;1;"D";6;5;68;50;1;"D";53;13
"1419";3176881;76718;"1RC";602;1;"A";6;15;41;73;1;"E";24;5
"1420";3176881;76687;"1RC";1282.57;1;"A";6;15;41;73;1;"E";24;5
"1421";3177873;68475;"1RC";2068;0.32;"D";4;5;70;50;1;"E";54;13
"1422";3178606;82184;"1RC";2019.29;1;"C";4;9;42;59;4;"D";24;13
"1423";3178966;77105;"1RC";3204;1;"C";7;8;75;50;4;"E";24;13
"1424";3180557;68122;"1RC";3204;1;"C";6;5;52;50;3;"E";24;13
"1425";3181056;69415;"1RC";1204;1;"B";5;6;72;50;2;"E";25;13
"1426";3182695;82665;"1RC";2204;0.82;"C";9;16;27;60;1;"E";24;9
"1427";3182720;75236;"1RC";1204;1;"C";7;5;79;64;2;"E";24;8
"1428";3182801;81306;"1RC";1204;1;"A";6;10;37;50;1;"D";24;13
"1429";3183149;79887;"1RC";2036.52;1;"C";5;4;44;50;1;"D";53;13
"1430";3183389;77986;"1RC";1204;1;"E";7;10;42;57;2;"E";52;10
"1431";3183934;79652;"1RC";1102;1;"D";7;2;45;59;1;"E";24;13
"1432";3184413;83114;"1RC";1204;1;"A";7;16;47;58;2;"E";24;13
"1433";3185075;79215;"1RC";1204;1;"D";5;14;56;63;2;"D";11;13
"1434";3185901;80354;"1RC";118.2;0.53;"D";6;11;45;51;6;"D";91;12
"1435";3185922;78548;"1RC";1968.99;1;"A";4;13;73;90;1;"E";24;2
"1436";3187176;78348;"1RC";2356.13;0.83;"A";7;13;58;76;2;"E";54;5
"1437";3187476;71396;"1RC";76.01;0.97;"C";6;3;51;55;2;"D";53;13
"1438";3188053;72549;"1RC";1204;0.86;"A";6;10;33;73;1;"D";26;5
"1439";3189227;74393;"1RC";76.54;1;"C";5;14;69;50;5;"E";82;13
"1440";3189447;74784;"1RC";602.59;1;"C";10;13;50;50;10;"D";24;13
"1441";3190345;80767;"1RC";2602;0.32;"E";6;2;37;57;1;"E";11;10
"1442";3191574;77863;"1RC";2516.41;0.81;"F";5;8;36;73;6;"E";11;5
"1443";3191712;79127;"1RC";1.59;1;"A";6;3;58;50;2;"E";24;13
"1444";3192808;73618;"1RC";742.31;0.87;"E";5;23;45;50;3;"D";82;13
"1445";3195117;68495;"1RC";1204;0.41;"A";10;8;33;51;1;"D";54;12
"1446";3195166;78887;"1RC";70.56;1;"D";5;13;58;59;1;"E";24;13
"1447";3195175;77662;"1RC";3714.98;0.14;"C";4;7;32;51;2;"D";52;12
"1448";3195224;71734;"1RC";1204;1;"C";8;10;60;50;10;"D";53;13
"1449";3196785;76712;"1RC";1204;0.83;"B";4;15;73;62;2;"E";24;13
"1450";3198289;78837;"1RC";1204;1;"F";9;5;47;50;13;"E";11;13
"1451";3198289;79123;"1RC";1204;1;"F";9;5;47;50;13;"E";11;13
"1452";3198918;77450;"1RC";1204;0.77;"A";10;14;58;50;13;"D";24;13
"1453";3199227;71282;"1RC";336.41;1;"C";7;6;53;50;2;"D";53;13
"1454";3199252;78435;"1RC";4211.63;1;"C";6;16;35;51;1;"E";54;12
"1455";3200672;78049;"1RC";3204;1;"E";7;16;51;62;2;"E";52;13
"1456";3200683;73864;"1RC";366.21;1;"C";7;3;45;50;6;"D";93;13
"1457";3200683;73969;"1RC";177.28;1;"C";7;3;45;50;6;"D";93;13
"1458";3201803;76823;"1RC";1204;0.36;"D";4;7;31;68;2;"D";54;7
"1459";3201803;76830;"1RC";3045.66;0.36;"D";4;7;31;68;2;"D";54;7
"1460";3201803;76837;"1RC";1369.58;0.36;"D";4;7;31;68;2;"D";54;7
"1461";3203722;81724;"1RC";357.84;1;"D";6;12;67;50;1;"D";82;13
"1462";3203891;72567;"1RC";602;1;"C";6;2;56;50;13;"E";26;13
"1463";3204473;76572;"1RC";1204;0.24;"C";8;11;30;95;1;"D";24;1
"1464";3206011;77614;"1RC";1204;1;"C";5;8;59;67;4;"D";53;7
"1465";3206481;80472;"1RC";1204;0.95;"C";4;17;42;50;2;"E";54;13
"1466";3206987;80410;"1RC";602;0.98;"A";7;8;33;50;2;"E";24;13
"1467";3207021;71918;"1RC";1204;1;"C";11;5;43;50;12;"E";53;13
"1468";3207367;69138;"1RC";119.93;1;"E";6;11;61;59;3;"D";82;13
"1469";3207905;82211;"1RC";668.84;1;"C";7;9;74;50;2;"E";24;13
"1470";3208000;76529;"1RC";1204;1;"D";6;11;38;58;1;"D";82;13
"1471";3211091;76858;"1RC";1204;1;"C";6;12;56;61;3;"E";24;13
"1472";3211823;69311;"1RC";90.89;1;"D";7;2;57;75;12;"D";91;5
"1473";3211823;83742;"1RC";1204;1;"D";7;2;57;75;12;"D";91;5
"1474";3213057;80678;"1RC";1426.68;0.98;"E";4;15;59;62;2;"D";82;13
"1475";3213058;75716;"1RC";602;0.35;"E";4;2;37;51;1;"E";53;12
"1476";3213087;72047;"1RC";1204;0.32;"B";7;18;23;133;1;"E";24;-1
"1477";3213163;74822;"1RC";2059.35;0.7;"C";6;9;51;50;1;"D";24;13
"1478";3213481;72753;"1RC";2408;0.49;"B";6;0;39;62;3;"D";53;13
"1479";3231887;104771;"1RC";74.75;0.24;"E";5;10;37;50;5;"D";93;13
"1480";3232743;104280;"1RC";2300;0.24;"D";6;5;34;68;4;"D";91;7
"1481";3234374;104278;"1RC";75000;0.24;"E";6;8;41;76;13;"D";93;5
"1482";3236256;104522;"1RC";1204;0.08;"E";7;6;65;50;2;"E";82;13
"1483";3236256;104521;"1RC";1364.97;0.08;"E";7;6;65;50;2;"E";82;13
"1484";3239322;105243;"1RC";789.87;0.24;"C";9;3;51;50;1;"D";72;13
"1485";3242211;105169;"1RC";1276.93;0.07;"E";6;1;40;50;2;"D";23;13
"1486";3243371;104968;"1RC";1245.42;0.07;"C";7;3;29;72;1;"D";91;6
"1487";3246479;105044;"1RC";1170.56;0.24;"E";7;5;65;50;1;"D";73;13
"1488";3248407;105022;"1RC";1500;0.15;"D";10;12;56;50;10;"D";93;13
"1489";3248563;104289;"1RC";500;0.08;"C";7;9;41;52;2;"E";73;13
"1490";3248661;105107;"1RC";1024.46;0.08;"C";7;3;48;60;3;"D";91;9
"1491";3251808;105210;"1RC";80.81;0.08;"E";10;15;32;76;2;"E";82;5
"1492";3252766;105265;"1RC";1120.84;0.08;"D";11;6;45;50;10;"D";24;13
"1493";3253537;105319;"1RC";964.39;0.06;"D";5;13;30;68;1;"D";31;7
"1494";4000715;22812;"1RC";1204;0.87;"C";7;4;60;50;12;"D";93;13
"1495";4003322;1205;"1RC";602;0.63;"F";7;1;49;50;12;"E";11;13
"1496";4007156;21740;"1RC";1524.74;0.78;"E";5;7;33;85;12;"D";11;3
"1497";4008875;990;"1RC";1204;0.95;"E";5;4;57;50;12;"D";11;13
"1498";4010763;21747;"1RC";1204;0.12;"D";9;3;39;50;12;"E";73;13
"1499";4012804;957;"1RC";602;0.71;"F";5;3;55;50;12;"D";11;13
"1500";4012950;1129;"1RC";1204;0.71;"E";6;1;37;80;12;"D";72;4
"1501";4013641;21876;"1RC";1204;0.36;"C";9;10;28;67;12;"E";26;7
"1502";4014134;21836;"1RC";321.53;0.45;"C";10;9;42;95;10;"E";21;1
"1503";4015985;22650;"1RC";1204;0.53;"B";10;5;56;50;12;"D";52;13
"1504";4017556;21822;"1RC";1204;0.7;"C";7;3;41;50;12;"D";21;13
"1505";4018480;155;"1RC";1204;0.87;"F";10;2;33;101;12;"E";11;-1
"1506";4018655;2510;"1RC";1204;0.8;"A";14;9;67;50;12;"D";82;13
"1507";4020011;75;"1RC";1204;0.95;"E";4;1;50;50;12;"D";54;13
"1508";4024277;16;"1RC";1851.11;0.71;"D";4;2;32;106;12;"E";31;-1
"1509";4026049;3176;"1RC";1204;0.63;"E";8;2;68;50;12;"E";11;13
"1510";4031494;3564;"1RC";1031;0.1;"E";4;1;31;85;12;"E";31;3
"1511";4031494;3566;"1RC";1204;0.1;"E";4;1;31;85;12;"E";31;3
"1512";4031494;3584;"1RC";2229.81;0.1;"E";4;1;31;85;12;"E";31;3
"1513";4031494;3585;"1RC";1204;0.1;"E";4;1;31;85;12;"E";31;3
"1514";4032412;765;"1RC";1204;0.5;"E";4;1;30;80;12;"D";11;4
"1515";4035105;3042;"1RC";554.02;0.36;"C";8;3;57;50;12;"D";91;13
"1516";4035879;22097;"1RC";1306.2;0.13;"E";9;15;46;50;2;"E";93;13
"1517";4038398;2566;"1RC";1204;0.25;"C";4;5;54;50;12;"E";91;13
"1518";4038839;1070;"1RC";602;0.73;"E";11;4;43;50;12;"D";11;13
"1519";4039840;1653;"1RC";35193.25;0.81;"A";7;2;43;54;12;"D";74;11
"1520";4039840;1654;"1RC";1204;0.81;"A";7;2;43;54;12;"D";74;11
"1521";4040034;578;"1RC";750;0.81;"D";10;2;64;50;12;"E";91;13
"1522";4041656;1277;"1RC";1204;0.88;"E";7;1;34;64;12;"D";11;8
"1523";4042460;21500;"1RC";1204;0.07;"E";5;3;61;50;1;"D";91;13
"1524";4042992;629;"1RC";2735.14;0.45;"D";6;1;48;64;12;"E";11;8
"1525";4043263;22910;"1RC";8233.41;0.92;"D";8;0;47;50;12;"D";53;13
"1526";4043603;3218;"1RC";1204;0.96;"C";12;1;59;51;12;"D";31;12
"1527";4045868;1075;"1RC";16129.91;0.88;"D";8;5;46;64;5;"E";11;8
"1528";4047731;2551;"1RC";1204;0.4;"A";7;6;58;50;1;"E";91;13
"1529";4050709;1429;"1RC";1204;0.6;"A";5;0;57;50;12;"E";72;13
"1530";4053416;506;"1RC";1204;0.16;"D";7;10;49;50;12;"E";91;13
"1531";4054712;813;"1RC";1204;0.13;"D";8;0;24;72;12;"D";11;6
"1532";4054795;1719;"1RC";1204;0.62;"A";7;7;66;50;3;"E";26;13
"1533";4054976;1725;"1RC";556.14;0.6;"F";7;1;69;50;12;"D";11;13
"1534";4056100;1112;"1RC";6539.97;0.47;"D";5;0;48;72;12;"E";93;6
"1535";4056100;1114;"1RC";1204;0.47;"D";5;0;48;72;12;"E";93;6
"1536";4061626;2701;"1RC";1204;0.33;"D";10;0;48;50;12;"E";22;13
"1537";4066572;3592;"1RC";602;0.14;"B";4;1;23;80;12;"D";93;4
"1538";4070551;2606;"1RC";1204;0.46;"D";8;2;53;85;12;"D";93;3
"1539";4074158;3558;"1RC";1204;0.1;"E";10;2;49;50;12;"E";11;13
"1540";4074168;1400;"1RC";19042.19;0.78;"A";8;2;33;60;12;"D";93;9
"1541";4074168;1401;"1RC";1204;0.78;"A";8;2;33;60;12;"D";93;9
"1542";4074647;488;"1RC";1204;0.78;"E";5;10;24;76;3;"E";31;5
"1543";4076878;21971;"1RC";1204;0.95;"F";10;2;49;53;12;"E";11;13
"1544";4078610;22788;"1RC";690.94;0.96;"C";6;9;33;68;2;"D";83;7
"1545";4078610;22789;"1RC";602;0.96;"C";6;9;33;68;2;"D";83;7
"1546";4080391;1006;"1RC";1204;0.87;"D";4;1;38;80;12;"D";93;4
"1547";4081907;3459;"1RC";268.16;0.79;"D";4;10;54;68;2;"E";11;7
"1548";4081907;3461;"1RC";1204;0.79;"D";4;10;54;68;2;"E";11;7
"1549";4082417;2787;"1RC";1204;0.79;"D";7;4;68;65;12;"E";93;7
"1550";4083676;2041;"1RC";1204;0.79;"E";4;1;53;50;12;"E";11;13
"1551";4085498;22677;"1RC";1204;0.28;"C";10;1;63;50;12;"D";93;13
"1552";4086286;1677;"1RC";959.9;0.71;"C";12;1;45;50;12;"D";53;13
"1553";4086347;22271;"1RC";602;0.28;"E";5;4;46;68;12;"E";93;7
"1554";4114480;90095;"1RC";1204;0.69;"A";5;10;51;50;1;"E";24;13
"1555";4114849;87037;"1RC";1204;1;"D";7;6;51;50;2;"E";54;13
"1556";4114981;88743;"1RC";1204;1;"D";5;15;68;50;4;"E";82;13
"1557";4115264;90377;"1RC";1017.71;1;"C";6;5;58;50;1;"D";24;13
"1558";4116037;95413;"1RC";117.81;0.43;"D";5;14;43;58;2;"E";24;13
"1559";4116221;88803;"1RC";1204;1;"C";6;6;55;50;1;"D";82;13
"1560";4116320;95896;"1RC";2133.89;0.16;"E";6;7;54;50;4;"E";24;13
"1561";4117309;91695;"1RC";602;0.14;"B";6;6;28;106;2;"D";24;-1
"1562";4117439;91188;"1RC";3204;1;"C";7;6;55;62;1;"D";24;13
"1563";4117528;91327;"1RC";602;0.75;"A";11;12;49;50;1;"E";24;13
"1564";4117761;93843;"1RC";1204;0.44;"D";9;3;38;62;1;"D";53;13
"1565";4117767;93851;"1RC";1809.91;0.43;"C";8;14;63;50;6;"D";53;13
"1566";4117767;93884;"1RC";1204;0.43;"C";8;14;63;50;6;"D";53;13
"1567";4117936;87614;"1RC";350.1;1;"A";5;8;77;52;13;"D";24;13
"1568";4119264;84106;"1RC";420;0.04;"C";7;12;39;95;1;"E";24;1
"1569";4119364;84145;"1RC";1204;0.92;"A";4;18;19;95;6;"E";24;1
"1570";4119371;84067;"1RC";1204;0.04;"C";7;16;52;59;3;"E";24;13
"1571";4119397;84111;"1RC";1204;0.33;"C";4;12;21;100;2;"E";24;0
"1572";4120207;88096;"1RC";77;0.47;"D";6;5;37;57;3;"D";24;10
"1573";4120511;93693;"1RC";1204;1;"D";14;9;52;50;3;"E";24;13
"1574";4120538;89164;"1RC";1204;0.53;"E";9;4;69;50;1;"D";82;13
"1575";4120717;88355;"1RC";1204;1;"D";7;12;57;50;2;"E";41;13
"1576";4121471;92350;"1RC";101.82;1;"C";4;6;57;50;12;"E";52;13
"1577";4121575;92232;"1RC";1204;1;"B";7;8;55;50;2;"E";52;13
"1578";4121768;93383;"1RC";1836.46;1;"D";10;7;45;62;10;"E";11;13
"1579";4121768;93385;"1RC";1470.82;1;"D";10;7;45;62;10;"E";11;13
"1580";4121786;93376;"1RC";626.73;0.8;"E";4;16;54;50;14;"E";11;13
"1581";4122482;88717;"1RC";1204;1;"E";6;8;44;71;1;"E";82;6
"1582";4122602;88888;"1RC";117.66;1;"E";7;6;48;59;1;"E";82;13
"1583";4123431;84000;"1RC";736.74;1;"A";6;14;35;64;1;"D";73;8
"1584";4124037;86694;"1RC";1204;1;"E";7;12;91;50;2;"E";93;13
"1585";4124067;92543;"1RC";200;1;"E";5;10;46;50;1;"E";93;13
"1586";4124581;85022;"1RC";1204;0.5;"D";5;14;42;63;2;"D";93;13
"1587";4124746;88576;"1RC";2064;1;"B";10;4;63;50;12;"D";82;13
"1588";4125146;95511;"1RC";1204;0.24;"E";5;11;20;100;1;"D";42;0
"1589";4125146;95518;"1RC";1204;0.24;"E";5;11;20;100;1;"D";42;0
"1590";4125411;89269;"1RC";602;1;"E";5;5;40;50;2;"E";31;13
"1591";4125550;90223;"1RC";1204;0.45;"D";6;13;63;50;12;"E";52;13
"1592";4125677;95142;"1RC";1204;1;"A";7;17;37;50;1;"E";24;13
"1593";4125686;95062;"1RC";602;0.61;"C";6;15;38;50;1;"D";73;13
"1594";4126195;92423;"1RC";1701.42;0.1;"D";10;13;42;50;4;"E";11;13
"1595";4127547;86646;"1RC";1204;1;"E";6;11;50;50;1;"D";93;13
"1596";4127813;96948;"1RC";1204;0.4;"E";5;7;53;50;3;"D";93;13
"1597";4128735;86584;"1RC";1204;1;"C";5;17;58;50;2;"E";24;13
"1598";4128861;84723;"1RC";3204;1;"B";6;12;41;50;2;"D";82;13
"1599";4128904;84608;"1RC";1204;1;"E";8;14;54;50;6;"D";82;13
"1600";4129911;84280;"1RC";1204;1;"C";7;12;74;62;1;"E";52;13
"1601";4130088;94056;"1RC";1204;0.97;"C";12;3;41;50;3;"D";53;13
"1602";4130139;94068;"1RC";1204;1;"A";9;15;42;112;1;"E";53;-1
"1603";4130197;95992;"1RC";2204;0.28;"D";4;14;48;52;2;"E";82;13
"1604";4130292;93786;"1RC";2321.86;0.26;"A";7;6;53;95;12;"E";24;1
"1605";4130506;88941;"1RC";1199.36;1;"D";6;8;46;55;5;"D";82;13
"1606";4131136;90441;"1RC";1204;0.66;"C";5;13;23;106;2;"E";24;-1
"1607";4131242;90104;"1RC";26176.55;1;"A";9;4;44;50;12;"D";24;13
"1608";4131616;94981;"1RC";698.22;1;"A";7;15;37;50;1;"E";24;13
"1609";4131657;95087;"1RC";1204;1;"A";5;13;50;71;2;"D";24;6
"1610";4131706;95211;"1RC";1204;1;"E";7;6;41;50;4;"E";11;13
"1611";4132230;88493;"1RC";1255.11;1;"C";11;14;54;50;1;"D";82;13
"1612";4132346;93403;"1RC";1204;1;"E";8;21;62;165;5;"E";11;-1
"1613";4132346;93404;"1RC";539.18;1;"E";8;21;62;165;5;"E";11;-1
"1614";4132497;96457;"1RC";1204;0.86;"A";10;13;36;118;13;"D";24;-1
"1615";4132498;96291;"1RC";1204;1;"C";6;16;26;118;1;"D";24;-1
"1616";4132626;84828;"1RC";10496.37;0.56;"E";6;9;52;70;13;"D";82;6
"1617";4132772;95534;"1RC";76.01;0.49;"E";6;9;26;72;12;"E";82;6
"1618";4132860;83941;"1RC";82.28;1;"A";13;32;38;55;10;"D";31;13
"1619";4133330;96950;"1RC";602;0.82;"E";6;9;26;95;3;"D";11;1
"1620";4133405;85611;"1RC";1204;0.96;"E";5;13;30;80;2;"D";11;4
"1621";4134756;89598;"1RC";216.08;0.11;"C";6;14;57;50;3;"D";24;13
"1622";4135001;87710;"1RC";765.65;1;"B";6;5;55;50;2;"D";24;13
"1623";4136477;96715;"1RC";1204;0.43;"A";6;11;35;50;1;"D";24;13
"1624";4136813;88908;"1RC";542.87;0.54;"D";5;4;60;96;1;"D";91;0
"1625";4137220;86453;"1RC";1204;1;"C";7;6;40;50;11;"E";24;13
"1626";4137377;95298;"1RC";1204;0.45;"A";5;9;69;58;5;"D";24;13
"1627";4137833;89401;"1RC";1204;1;"A";6;7;53;50;2;"D";24;13
"1628";4138233;87514;"1RC";1204;1;"B";6;8;65;50;2;"D";24;13
"1629";4138529;84855;"1RC";96;1;"C";7;3;64;76;2;"E";82;5
"1630";4138634;96917;"1RC";2500;1;"E";7;5;79;50;2;"E";93;13
"1631";4139079;93465;"1RC";1204;1;"E";6;8;41;50;2;"E";11;13
"1632";4139300;86823;"1RC";1204;1;"A";5;5;39;72;2;"E";25;6
