"nocontrat";"exposition";"zone";"puissance";"agevehicule";"ageconducteur";"bonus";"marque";"carburant";"densite";"region";"nbre"
"436";18757;0.73;"A";6;0;40;50;4;"D";24;13;0
"437";18763;0.04;"C";5;10;60;50;2;"D";24;13;0
"438";18783;1;"B";7;3;80;73;3;"E";41;5;0
"439";18799;1;"A";6;6;55;50;2;"D";24;13;0
"440";18819;1;"B";6;5;68;50;2;"D";24;13;0
"441";18914;1;"A";6;10;63;50;1;"D";24;13;0
"442";18934;1;"A";6;3;73;50;2;"D";24;13;0
"443";18981;1;"B";4;10;66;50;1;"E";24;13;0
"444";18991;1;"A";5;17;42;50;3;"D";24;13;0
"445";19026;1;"B";5;10;51;50;14;"E";24;13;0
"446";19029;1;"A";6;3;47;50;1;"D";24;13;0
"447";19059;1;"A";5;14;75;50;1;"E";24;13;0
"448";19076;0.09;"C";7;10;50;50;2;"E";53;13;0
"449";19148;1;"C";5;13;69;50;1;"E";53;13;0
"450";19222;1;"A";7;12;45;50;2;"D";24;13;0
"451";19265;1;"C";5;4;61;50;2;"E";53;13;0
"452";19273;1;"C";5;9;76;50;2;"E";24;13;0
"453";19301;0.57;"A";6;0;58;50;1;"D";24;13;0
"454";19318;1;"A";10;12;43;50;2;"D";24;13;0
"455";19349;1;"B";10;7;87;50;1;"E";24;13;0
"456";19424;0.87;"C";6;1;71;62;2;"D";53;13;1
"457";19425;0.12;"C";6;1;71;62;2;"D";53;13;0
"458";19449;1;"A";6;7;42;50;2;"E";24;13;0
"459";19454;1;"C";10;14;68;50;12;"D";82;13;0
"460";19494;1;"D";7;10;52;50;11;"E";24;13;0
"461";19520;1;"A";6;12;79;50;3;"E";24;13;0
"462";19560;1;"C";6;5;46;50;2;"E";53;13;0
"463";19563;0.62;"C";6;10;52;50;2;"E";53;13;0
"464";19613;1;"D";7;13;50;50;1;"E";24;13;0
"465";19665;1;"D";6;10;53;50;1;"D";24;13;0
"466";19667;0.72;"A";6;14;51;50;2;"D";24;13;0
"467";19718;1;"C";6;3;80;52;2;"E";24;13;0
"468";19766;1;"A";7;2;61;50;13;"D";24;13;0
"469";19779;1;"B";4;14;70;50;2;"E";24;13;0
"470";19783;1;"C";9;1;61;50;12;"E";24;13;0
"471";19800;0.5;"B";7;11;70;50;1;"E";24;13;0
"472";19807;0.69;"C";12;3;55;50;12;"D";24;13;0
"473";19897;1;"B";8;23;52;50;6;"D";24;13;0
"474";19919;1;"A";5;8;68;50;2;"E";24;13;0
"475";19921;1;"A";5;2;55;50;1;"D";24;13;0
"476";19982;0.24;"A";6;5;41;50;2;"D";24;13;0
"477";19987;1;"C";7;9;62;50;1;"E";24;13;0
"478";20006;1;"A";4;14;58;50;1;"E";24;13;0
"479";20020;1;"B";4;13;52;50;1;"D";24;13;0
"480";20024;0.47;"A";4;7;45;50;2;"D";24;13;0
"481";20094;1;"B";7;5;68;50;1;"D";24;13;0
"482";20096;1;"A";6;8;49;50;1;"D";24;13;0
"483";20115;1;"A";6;4;87;50;2;"E";24;13;0
"484";20117;1;"A";7;4;55;50;2;"D";24;13;0
"485";20124;0.75;"B";6;5;31;50;2;"D";24;13;0
"486";20142;1;"A";7;19;49;50;1;"E";24;13;0
"487";20171;1;"D";6;1;61;50;1;"E";24;13;0
"488";20200;1;"A";5;21;67;50;1;"E";24;13;0
"489";20203;0.35;"C";6;3;63;50;2;"D";24;13;0
"490";20248;1;"A";6;2;74;50;13;"D";24;13;0
"491";20254;1;"A";7;16;52;50;1;"E";24;13;0
"492";20273;0.64;"E";6;6;48;50;3;"D";11;13;0
"493";20305;1;"A";6;2;61;50;1;"D";24;13;0
"494";20311;1;"D";6;13;21;80;2;"D";24;4;0
"495";20314;0.18;"C";5;1;42;50;1;"D";24;13;0
"496";20319;1;"C";8;1;45;50;2;"D";24;13;1
"497";20403;0.83;"C";7;10;42;50;2;"D";24;13;0
"498";20428;1;"E";6;11;46;50;3;"E";24;13;0
"499";20490;1;"A";4;33;78;50;1;"E";24;13;0
"500";20507;0.25;"A";6;4;35;54;2;"D";24;11;0
"501";20613;1;"A";7;3;74;50;2;"E";24;13;0
"502";20640;1;"D";5;14;89;50;2;"E";24;13;0
"503";20653;1;"E";5;6;71;50;1;"E";24;13;0
"504";20665;1;"B";6;1;51;50;5;"D";24;13;0
"505";20674;0.31;"E";4;10;21;100;2;"E";52;0;0
"506";20695;1;"A";7;4;45;50;2;"D";24;13;0
"507";20749;0.96;"D";4;13;54;50;6;"E";52;13;0
"508";20770;0.00546448087431694;"C";11;8;53;77;13;"E";53;4;0
"509";20841;0.87;"C";5;3;52;50;1;"E";53;13;0
"510";20847;1;"D";6;4;57;50;2;"D";53;13;0
"511";20849;0.00273224043715847;"E";7;0;56;50;2;"D";52;13;0
"512";20854;0.36;"C";6;9;50;50;6;"D";25;13;0
"513";20890;1;"C";7;8;46;50;2;"E";53;13;0
"514";20953;1;"B";7;2;68;50;1;"D";24;13;0
"515";20988;1;"D";6;6;65;50;2;"D";25;13;0
"516";20996;0.04;"B";11;17;44;50;2;"E";25;13;0
"517";21041;1;"E";11;9;53;50;2;"E";24;13;0
"518";21082;1;"D";6;4;40;50;5;"E";25;13;0
"519";21087;0.01;"C";7;8;69;50;5;"E";24;13;0
"520";21230;0.32;"B";13;1;70;50;3;"E";82;13;0
"521";21273;1;"C";4;1;71;50;1;"E";82;13;0
"522";21288;1;"C";6;1;77;50;1;"E";82;13;0
"523";21355;1;"E";5;21;50;50;1;"E";91;13;0
"524";21380;1;"D";7;6;42;50;2;"D";82;13;0
"525";21384;0.66;"C";6;7;43;50;2;"D";82;13;0
"526";21397;1;"C";10;14;53;50;2;"D";24;13;0
"527";21437;0.91;"D";6;4;55;50;2;"D";24;13;0
"528";21471;0.53;"D";6;9;40;50;1;"D";52;13;0
"529";21511;0.87;"C";7;7;53;50;1;"E";53;13;0
"530";21513;1;"C";5;2;46;61;5;"E";52;13;0
"531";21529;1;"C";4;12;65;50;4;"E";53;13;0
"532";21615;0.14;"A";6;7;67;55;2;"D";24;13;0
"533";21616;0.85;"A";6;5;67;50;2;"D";24;13;0
"534";21622;1;"A";6;5;70;50;1;"D";24;13;0
"535";21626;1;"A";5;7;64;55;5;"D";24;13;0
"536";21628;1;"A";4;10;51;62;6;"E";24;13;0
"537";21650;1;"B";7;3;39;50;2;"E";24;13;0
"538";21759;1;"A";6;3;64;50;1;"D";24;13;0
"539";21779;0.93;"E";4;0;55;75;4;"E";26;5;0
"540";21781;0.47;"B";10;7;49;50;12;"E";24;13;0
"541";21799;1;"C";5;3;52;50;5;"E";24;13;0
"542";21817;0.87;"C";7;0;57;50;1;"E";24;13;0
"543";21826;0.31;"C";6;0;53;50;2;"E";24;13;0
"544";21846;0.5;"A";7;4;52;50;2;"E";24;13;1
"545";21931;0.91;"A";5;9;50;50;2;"E";24;13;0
"546";21967;1;"A";5;7;77;50;1;"D";24;13;0
"547";22002;1;"C";7;5;50;50;2;"D";24;13;0
"548";22047;1;"A";6;8;38;59;1;"D";24;13;0
"549";22053;1;"C";9;13;58;50;1;"E";24;13;0
"550";22061;1;"C";4;1;42;50;1;"E";26;13;0
"551";22067;0.89;"A";5;4;60;50;1;"E";24;13;0
"552";22087;0.37;"A";5;2;61;50;2;"E";24;13;0
"553";22088;0.62;"A";6;0;61;50;2;"E";24;13;0
"554";22094;1;"C";7;14;57;68;1;"E";24;7;0
"555";22110;0.00273224043715847;"A";7;3;51;50;3;"D";24;13;0
"556";22158;0.08;"C";5;10;45;50;2;"D";24;13;0
"557";22163;0.91;"B";4;12;83;50;1;"E";24;13;0
"558";22165;0.41;"F";6;8;57;95;1;"D";11;1;0
"559";22176;1;"D";5;7;76;50;2;"E";24;13;0
"560";22223;1;"A";4;22;81;50;1;"E";24;13;0
"561";22257;0.29;"C";5;12;48;64;4;"E";82;8;0
"562";22266;1;"A";6;15;79;50;6;"E";24;13;0
"563";22272;1;"C";9;3;48;50;4;"E";93;13;0
"564";22291;1;"A";7;5;38;50;2;"E";24;13;0
"565";22329;1;"B";5;8;49;50;2;"D";24;13;0
"566";22364;1;"A";6;3;47;50;1;"D";26;13;1
"567";22380;0.65;"C";6;0;41;50;3;"D";24;13;0
"568";22387;1;"C";5;5;69;50;5;"D";24;13;0
"569";22421;0.29;"B";7;3;59;76;2;"E";24;5;0
"570";22440;0.75;"C";7;3;70;50;10;"D";24;13;0
"571";22447;1;"A";4;10;70;50;1;"E";24;13;0
"572";22467;1;"A";6;1;63;50;2;"D";24;13;0
"573";22485;0.65;"D";5;0;76;50;5;"D";24;13;0
"574";22504;1;"C";4;3;69;95;1;"E";91;1;0
"575";22559;1;"C";7;4;48;50;6;"D";53;13;0
"576";22565;0.91;"C";6;6;45;50;2;"D";53;13;0
"577";22611;0.08;"B";10;0;52;50;3;"E";25;13;0
"578";22626;1;"C";7;4;43;50;1;"E";52;13;0
"579";22629;0.63;"D";5;0;47;50;1;"D";53;13;0
"580";22658;0.24;"C";7;8;48;50;2;"E";52;13;0
"581";22669;0.08;"D";6;4;58;50;2;"D";53;13;0
"582";22702;1;"D";7;9;58;50;14;"E";54;13;0
"583";22719;1;"E";7;12;43;50;1;"E";52;13;0
"584";22768;0.25;"C";5;0;69;50;2;"E";53;13;0
"585";22797;0.55;"E";6;7;51;50;13;"E";53;13;0
"586";22889;1;"B";7;6;44;50;2;"D";25;13;1
"587";22897;0.62;"A";7;6;62;55;2;"E";24;13;0
"588";22913;0.72;"E";6;7;51;50;1;"E";11;13;1
"589";22951;1;"B";7;20;57;50;1;"E";53;13;0
"590";23099;1;"C";5;4;45;50;2;"D";82;13;0
"591";23115;0.58;"C";7;8;73;50;5;"E";54;13;0
"592";23147;0.4;"E";13;2;56;50;13;"E";82;13;0
"593";23179;1;"C";5;11;38;57;2;"D";82;10;0
"594";23206;1;"C";8;4;69;50;1;"D";54;13;0
"595";23261;0.34;"D";4;6;66;50;5;"E";11;13;0
"596";23272;1;"A";5;13;61;50;1;"E";24;13;0
"597";23279;0.68;"C";5;6;40;50;1;"E";53;13;0
"598";23283;0.87;"B";5;15;49;50;2;"E";53;13;0
"599";23373;1;"C";10;13;79;50;14;"E";24;13;0
"600";23383;1;"E";4;2;51;50;1;"E";24;13;0
"601";23420;1;"C";4;10;58;50;1;"E";24;13;0
"602";23435;1;"E";4;7;78;54;2;"E";82;11;0
"603";23441;0.08;"D";4;8;43;50;5;"E";24;13;0
"604";23452;0.43;"B";14;14;40;55;10;"D";24;13;0
"605";23458;0.12;"A";4;3;46;50;2;"E";24;13;0
"606";23530;1;"D";7;5;44;60;1;"D";24;9;0
"607";23546;0.01;"D";7;3;63;50;1;"E";24;13;0
"608";23563;0.09;"D";7;13;45;95;6;"E";24;1;0
"609";23582;1;"D";6;12;40;76;5;"E";91;5;0
"610";23685;0.77;"D";4;2;52;50;4;"E";24;13;0
"611";23713;0.75;"D";7;14;51;50;2;"E";24;13;0
"612";23744;0.09;"A";10;5;66;50;13;"D";24;13;0
"613";23762;0.06;"D";7;0;44;50;2;"E";24;13;0
"614";23865;0.9;"C";4;12;26;85;1;"E";53;3;0
"615";23881;1;"D";5;6;52;50;1;"E";53;13;0
"616";23887;1;"C";5;2;40;50;5;"E";53;13;0
"617";23891;1;"B";5;3;29;76;5;"E";53;5;1
"618";23965;0.06;"E";11;0;35;57;10;"D";11;10;0
"619";24032;1;"A";6;3;25;76;3;"E";53;5;1
"620";24035;1;"D";6;8;43;50;1;"D";53;13;0
"621";24040;1;"B";6;2;27;90;2;"E";53;2;0
"622";24058;1;"C";8;20;55;50;5;"D";22;13;0
"623";24067;1;"B";7;16;54;50;1;"D";53;13;0
"624";24119;1;"B";6;12;50;50;2;"E";53;13;0
"625";24134;1;"D";6;11;44;55;1;"D";53;13;0
"626";24151;1;"C";6;6;43;50;1;"E";53;13;0
"627";24161;0.24;"D";7;2;45;50;2;"D";53;13;0
"628";24171;0.3;"F";9;5;36;57;6;"E";11;10;0
"629";24201;0.59;"C";4;1;30;56;12;"E";53;13;0
"630";24220;1;"D";6;13;52;50;2;"D";53;13;0
"631";24253;1;"B";5;13;75;50;3;"D";53;13;0
"632";24339;0.47;"B";9;2;40;50;14;"D";24;13;0
"633";24356;0.49;"C";4;12;28;67;5;"E";24;7;0
"634";24398;0.59;"B";10;7;48;50;5;"D";24;13;0
"635";24402;1;"A";6;6;66;50;2;"D";24;13;0
"636";24415;1;"B";7;5;74;52;2;"E";24;13;1
"637";24480;1;"C";6;10;60;50;2;"D";24;13;0
"638";24493;1;"A";6;5;27;64;1;"D";24;8;0
"639";24531;0.8;"B";6;30;68;50;1;"E";24;13;0
"640";24612;1;"A";6;3;26;68;1;"D";24;7;0
"641";24615;1;"A";4;10;28;51;1;"E";24;12;0
"642";24675;0.63;"E";6;7;26;72;2;"E";24;6;0
"643";24717;1;"A";5;3;35;62;1;"E";73;13;0
"644";24725;0.6;"B";4;14;40;50;1;"E";24;13;0
"645";24758;1;"A";7;18;71;50;2;"E";24;13;0
"646";24771;0.76;"C";5;2;27;74;3;"D";53;5;1
"647";24778;1;"A";4;11;61;62;2;"E";24;13;0
"648";24788;1;"B";9;14;51;50;2;"D";24;13;0
"649";24836;0.96;"D";7;5;48;66;1;"D";24;7;0
"650";24840;0.37;"A";6;6;21;85;3;"D";24;3;0
"651";24844;0.67;"B";5;7;21;76;5;"D";24;5;0
"652";24853;0.18;"A";10;8;21;90;2;"D";24;2;0
"653";24855;0.03;"A";7;22;21;85;2;"D";24;3;0
"654";24869;1;"B";7;13;38;50;2;"D";24;13;0
"655";24899;0.23;"B";10;9;23;118;2;"D";24;-1;0
"656";24903;0.01;"B";10;9;23;100;2;"D";24;0;0
"657";24938;1;"A";11;17;58;50;10;"D";24;13;0
"658";24979;0.76;"A";9;14;29;57;14;"E";24;10;0
"659";24992;1;"B";6;6;23;112;2;"D";24;-1;2
"660";24995;0.04;"F";7;3;68;50;2;"E";11;13;0
"661";25034;1;"A";8;8;42;50;1;"D";24;13;0
"662";25044;0.86;"B";6;7;27;80;2;"D";24;4;0
"663";25060;0.06;"D";12;4;49;50;10;"D";24;13;0
"664";25098;0.21;"A";6;1;47;50;5;"D";24;13;0
"665";25136;0.44;"D";10;15;25;90;2;"D";24;2;0
"666";25152;0.34;"C";5;7;63;50;1;"E";24;13;0
"667";25167;0.12;"B";9;2;38;50;13;"E";52;13;0
"668";25220;1;"D";4;11;24;90;1;"E";24;2;0
"669";25224;0.09;"B";6;6;29;50;2;"D";24;13;0
"670";25255;1;"B";7;7;36;50;2;"D";24;13;0
"671";25318;0.3;"E";7;11;23;95;2;"E";52;1;0
"672";25320;0.6;"E";10;6;23;85;2;"D";52;3;0
"673";25323;0.1;"B";6;3;20;85;2;"D";24;3;0
"674";25325;1;"A";8;8;46;80;2;"D";24;4;0
"675";25327;0.25;"C";4;6;22;80;2;"D";24;4;0
"676";25339;1;"A";8;28;33;50;2;"D";24;13;0
"677";25389;1;"B";7;1;33;50;1;"D";24;13;0
"678";25438;0.09;"B";8;11;39;50;11;"E";11;13;0
"679";25440;0.81;"B";11;0;39;50;14;"D";11;13;0
"680";25442;1;"A";7;9;53;50;2;"D";24;13;0
"681";25472;1;"B";7;5;29;50;1;"D";24;13;1
"682";25489;1;"A";6;6;63;50;2;"D";24;13;1
"683";25508;0.00273224043715847;"C";7;9;24;90;2;"E";24;2;0
"684";25516;0.15;"A";7;14;58;95;2;"D";24;1;0
"685";25553;1;"C";6;10;38;68;3;"D";11;7;0
"686";25570;0.4;"C";7;14;28;100;11;"D";24;0;0
"687";25579;1;"B";6;4;31;67;1;"D";24;7;0
"688";25599;0.09;"A";7;14;46;50;1;"E";24;13;0
"689";25608;0.11;"C";8;8;50;50;6;"D";24;13;0
"690";25620;1;"B";4;12;26;68;2;"E";24;7;0
"691";25639;0.27;"C";10;11;37;51;2;"D";24;12;0
"692";25696;0.08;"B";7;16;52;77;1;"E";52;4;0
"693";25755;0.78;"C";4;9;31;62;2;"D";74;13;1
"694";25769;0.18;"C";9;7;32;80;11;"E";83;4;0
"695";25770;0.06;"C";9;7;32;80;11;"E";83;4;0
"696";25779;1;"B";6;14;34;50;1;"E";52;13;0
"697";25805;0.1;"A";5;13;38;50;1;"D";74;13;0
"698";25813;1;"A";5;16;48;66;2;"D";74;7;0
"699";25826;1;"F";6;12;47;50;1;"D";11;13;0
"700";25828;0.45;"A";9;8;38;54;4;"D";74;11;0
"701";25833;1;"C";6;3;38;69;6;"D";73;6;0
"702";25856;1;"C";4;5;81;50;6;"E";74;13;0
"703";25864;0.01;"C";6;4;52;62;1;"D";74;13;0
"704";25907;0.71;"F";7;4;27;54;6;"E";11;11;0
"705";25927;1;"A";10;6;35;50;12;"D";74;13;0
"706";25972;1;"C";4;8;65;50;5;"E";74;13;0
"707";25995;0.48;"A";8;8;37;50;1;"D";74;13;0
"708";26052;0.34;"B";7;3;46;80;2;"D";52;4;0
"709";26063;0.37;"D";8;18;27;106;1;"D";54;-1;0
"710";26072;0.33;"D";4;12;54;50;1;"D";52;13;0
"711";26114;1;"B";9;2;40;50;1;"D";52;13;0
"712";26150;0.16;"D";9;0;41;51;1;"D";23;12;0
"713";26183;1;"B";5;6;44;50;1;"D";52;13;0
"714";26226;1;"B";5;6;42;68;2;"D";52;7;0
"715";26228;0.09;"C";4;12;29;64;5;"D";52;8;0
"716";26266;0.71;"E";10;5;27;68;5;"E";52;7;0
"717";26305;0.14;"E";7;6;38;50;1;"D";52;13;0
"718";26317;0.79;"B";9;13;35;51;13;"E";52;12;0
"719";26320;1;"E";4;8;38;64;4;"D";11;8;0
"720";26333;0.06;"E";6;9;21;95;12;"E";52;1;0
"721";26372;0.71;"B";6;18;63;50;3;"D";52;13;0
"722";26374;0.05;"D";7;7;39;125;11;"D";52;-1;0
"723";26422;1;"B";6;12;51;64;13;"E";52;8;0
"724";26454;1;"A";4;7;47;68;2;"D";52;7;0
"725";26458;0.9;"B";5;6;36;50;13;"D";52;13;0
"726";26464;1;"B";4;6;52;52;2;"E";93;13;0
"727";26504;0.21;"B";5;6;26;90;1;"E";52;2;0
"728";26514;0.24;"B";5;10;36;50;2;"D";52;13;0
"729";26517;1;"B";5;3;33;57;2;"D";52;10;0
"730";26532;0.27;"B";5;13;28;85;1;"E";93;3;0
"731";26601;0.05;"A";5;11;49;64;2;"D";52;8;0
"732";26663;1;"E";5;8;49;69;6;"D";93;6;0
"733";26669;1;"C";4;5;46;50;2;"E";52;13;0
"734";26725;0.19;"C";7;17;46;55;1;"E";52;13;0
"735";26727;0.35;"C";7;14;46;55;1;"E";52;13;0
"736";26735;1;"A";5;10;60;50;2;"D";52;13;0
"737";26748;0.22;"B";4;12;26;85;1;"E";52;3;0
"738";26761;0.45;"A";6;12;27;68;1;"D";52;7;0
"739";26775;0.6;"B";9;14;27;72;3;"E";52;6;0
"740";26816;0.06;"A";6;5;45;50;2;"D";74;13;0
"741";26817;1;"C";6;8;50;50;1;"D";52;13;0
"742";26879;1;"C";6;13;52;50;2;"E";52;13;0
"743";26976;0.09;"C";9;8;37;85;2;"E";52;3;0
"744";26979;1;"C";9;14;30;57;13;"E";52;10;0
"745";27013;0.12;"A";8;4;34;60;2;"D";52;9;0
"746";27056;0.58;"A";7;13;33;64;1;"E";52;8;0
"747";27087;0.2;"D";7;0;47;50;11;"D";52;13;0
"748";27103;0.35;"C";5;4;52;50;4;"E";72;13;0
"749";27126;0.02;"A";5;4;31;54;3;"D";24;11;0
"750";27131;0.02;"C";7;16;44;50;1;"E";24;13;0
"751";27157;0.16;"B";5;2;64;50;5;"D";22;13;0
"752";27194;1;"C";6;13;49;50;1;"D";24;13;0
"753";27238;0.15;"A";7;14;55;50;2;"D";24;13;0
"754";27250;1;"D";9;8;37;50;2;"E";24;13;0
"755";27256;0.87;"C";5;2;49;50;2;"D";24;13;0
"756";27268;1;"C";7;16;26;60;1;"E";11;9;0
"757";27294;1;"C";4;10;36;50;4;"D";26;13;0
"758";27326;1;"A";7;9;36;50;2;"D";24;13;0
"759";27356;1;"C";5;3;47;50;5;"E";24;13;0
"760";27404;1;"A";6;12;23;90;3;"E";24;2;0
"761";27423;0.72;"C";7;17;46;80;1;"E";24;4;0
"762";27462;1;"A";7;6;64;50;2;"D";24;13;0
"763";27466;0.39;"C";5;8;29;57;5;"D";24;10;0
"764";27489;0.33;"E";9;10;35;68;1;"E";93;7;0
"765";27514;1;"A";6;13;29;90;1;"D";24;2;0
"766";27540;0.5;"C";4;13;49;50;6;"E";24;13;0
"767";27563;0.95;"C";6;4;23;85;2;"D";24;3;0
"768";27582;0.68;"B";6;11;28;64;2;"D";24;8;0
"769";27590;1;"E";4;11;40;57;2;"E";11;10;0
"770";27635;0.2;"C";5;8;29;72;3;"D";24;6;0
"771";27710;0.44;"B";7;9;41;50;2;"D";24;13;0
"772";27746;0.41;"C";5;14;49;62;4;"D";24;13;0
"773";27777;0.07;"A";4;13;24;90;1;"E";24;2;0
"774";27782;1;"B";5;8;30;76;2;"D";52;5;0
"775";27787;0.28;"A";7;3;32;80;1;"D";24;4;0
"776";27792;1;"C";7;13;32;51;1;"E";24;12;0
"777";27797;1;"A";6;13;34;76;5;"E";24;5;0
"778";27845;0.2;"E";12;4;22;90;10;"D";24;2;0
"779";27853;1;"C";9;14;43;50;1;"E";24;13;0
"780";27858;0.58;"B";7;19;55;50;1;"D";24;13;0
"781";27862;0.2;"C";6;7;23;118;3;"D";24;-1;0
"782";27869;0.37;"C";4;34;51;50;1;"E";24;13;0
"783";27875;0.36;"E";7;16;22;147;1;"E";24;-1;0
"784";27887;0.56;"C";10;8;34;50;12;"E";24;13;0
"785";27895;0.74;"A";6;2;24;68;5;"D";24;7;0
"786";27990;1;"A";7;4;31;50;2;"D";24;13;0
"787";27996;0.96;"A";6;4;63;50;1;"D";24;13;0
"788";28030;0.34;"E";7;19;25;112;1;"E";24;-1;0
"789";28046;1;"A";4;17;61;50;6;"E";24;13;0
"790";28063;1;"D";4;11;46;50;1;"E";24;13;0
"791";28093;1;"A";5;6;39;50;5;"D";24;13;0
"792";28095;1;"A";4;11;44;50;2;"E";52;13;0
"793";28153;1;"C";5;16;28;72;2;"E";24;6;0
"794";28189;1;"A";4;11;43;50;2;"E";24;13;0
"795";28266;1;"C";6;17;45;50;3;"D";24;13;0
"796";28271;0.91;"B";7;11;30;50;2;"D";24;13;0
"797";28280;0.03;"B";5;9;24;80;2;"E";24;4;0
"798";28281;0.8;"B";6;9;24;80;2;"D";24;4;0
"799";28321;1;"B";6;6;50;70;6;"D";24;6;1
"800";28325;0.09;"A";7;11;25;67;11;"D";25;7;0
"801";28365;1;"C";6;16;45;50;1;"D";24;13;0
"802";28390;0.28;"E";4;14;24;80;6;"E";24;4;0
"803";28462;0.08;"A";6;3;47;50;5;"D";24;13;1
"804";28511;0.04;"A";5;0;50;50;2;"D";24;13;0
"805";28514;1;"A";4;15;30;51;6;"E";24;12;0
"806";28517;0.98;"A";6;5;24;80;6;"D";24;4;0
"807";28548;1;"C";4;17;33;68;1;"E";24;7;0
"808";28586;0.00546448087431694;"A";6;10;32;57;2;"D";24;10;0
"809";28604;1;"A";12;4;29;54;10;"D";24;11;0
"810";28610;0.11;"D";6;2;56;50;3;"D";93;13;1
"811";28615;1;"C";4;5;50;52;6;"E";24;13;1
"812";28626;1;"C";8;8;55;85;2;"D";24;3;0
"813";28630;0.01;"C";14;14;25;80;10;"D";24;4;0
"814";28642;1;"C";7;10;52;72;1;"E";24;6;0
"815";28671;0.17;"B";10;10;36;95;5;"D";24;1;0
"816";28702;0.87;"C";8;16;39;76;10;"E";24;5;1
"817";28703;1;"C";6;3;26;60;5;"E";24;9;0
"818";28715;0.16;"C";6;5;32;57;2;"D";24;10;0
"819";28768;0.37;"A";7;7;32;57;10;"D";24;10;0
"820";28781;0.37;"C";4;12;26;72;1;"E";24;6;0
"821";28807;0.33;"A";4;9;43;50;2;"D";24;13;0
"822";28836;0.15;"C";4;19;32;60;2;"E";24;9;0
"823";28928;1;"A";6;11;26;64;2;"E";24;8;1
"824";28965;0.84;"A";4;0;68;50;2;"E";24;13;0
"825";29042;1;"A";6;2;70;50;2;"D";24;13;0
"826";29076;1;"C";4;13;77;52;2;"E";24;13;1
"827";29082;0.43;"D";5;6;25;76;2;"D";24;5;0
"828";29083;1;"A";9;19;41;50;3;"E";24;13;0
"829";29096;1;"A";5;19;52;50;3;"D";24;13;0
"830";29117;1;"A";6;2;74;55;2;"E";24;13;0
"831";29119;0.57;"A";6;12;44;60;4;"D";24;9;0
"832";29132;1;"A";6;1;73;50;1;"E";24;13;0
"833";29194;0.35;"A";5;16;38;50;1;"D";24;13;0
"834";29200;0.49;"A";7;8;20;100;12;"E";24;0;0
"835";29201;1;"D";7;1;70;54;13;"E";24;11;0
"836";29214;0.83;"B";9;12;20;95;2;"E";24;1;0
"837";29215;1;"A";7;14;52;56;5;"E";24;13;0
"838";29218;1;"A";9;18;45;58;11;"E";24;13;0
"839";29242;0.74;"A";5;14;28;100;2;"E";24;0;0
"840";29307;1;"C";6;12;70;50;1;"E";52;13;0
"841";29354;0.27;"D";5;10;35;85;2;"E";52;3;0
"842";29367;0.09;"C";7;3;50;50;2;"D";52;13;0
"843";29383;0.54;"C";4;10;19;95;3;"D";52;1;0
"844";29391;0.33;"C";5;6;41;52;3;"D";53;13;0
"845";29408;0.79;"C";8;19;40;72;13;"D";53;6;0
"846";29418;0.07;"D";10;10;40;100;2;"E";52;0;0
"847";29433;0.37;"A";4;12;51;85;1;"D";52;3;0
"848";29450;0.16;"D";6;10;24;118;1;"E";52;-1;0
"849";29470;0.4;"D";4;11;50;50;4;"E";52;13;0
"850";29475;0.74;"C";7;2;57;55;1;"E";52;13;0
"851";29518;0.81;"D";10;12;47;78;12;"E";52;4;0
"852";29523;0.7;"D";11;15;40;59;2;"E";52;13;0
"853";29530;0.36;"D";4;16;23;90;5;"D";52;2;0
"854";29536;0.52;"D";6;13;64;50;13;"E";52;13;0
"855";29590;0.32;"C";9;4;49;50;1;"D";52;13;0
"856";29598;0.84;"D";5;10;37;50;3;"E";52;13;0
"857";29608;0.04;"D";9;2;43;112;2;"E";53;-1;0
"858";29615;1;"C";7;8;35;50;1;"E";53;13;0
"859";29659;0.64;"C";9;7;54;67;14;"D";53;7;0
"860";29660;0.35;"C";9;7;54;56;14;"D";53;13;0
"861";29677;1;"C";12;10;75;50;3;"E";53;13;0
"862";29685;1;"D";5;4;31;50;4;"D";53;13;0
"863";29694;0.45;"A";8;8;26;76;12;"E";24;5;1
"864";29743;0.17;"A";6;17;26;80;2;"E";24;4;0
"865";29748;0.87;"C";5;7;57;50;5;"D";53;13;0
"866";29810;0.7;"C";6;10;26;76;2;"D";53;5;0
"867";29819;0.08;"C";5;4;22;50;3;"D";53;13;0
"868";29832;1;"D";6;6;33;50;3;"D";53;13;0
"869";29842;0.36;"E";6;2;37;55;3;"E";54;13;0
"870";29850;1;"C";7;6;42;68;2;"D";53;7;0
"871";29863;0.93;"B";6;6;56;50;3;"D";53;13;0
"872";29878;0.75;"D";6;13;41;50;1;"E";53;13;1
"873";29898;0.74;"D";6;10;31;60;1;"D";53;9;0
"874";29904;0.73;"C";9;0;45;50;4;"D";53;13;0
"875";29919;0.69;"C";7;12;51;52;1;"E";53;13;0
"876";29925;0.63;"D";10;2;42;58;6;"E";53;13;0
"877";29929;0.62;"C";10;4;30;50;5;"D";53;13;0
"878";29934;0.54;"D";8;11;21;50;6;"E";53;13;0
"879";29965;0.3;"D";7;2;24;68;3;"E";53;7;0
"880";29973;0.04;"D";6;12;41;50;5;"E";53;13;0
"881";29993;0.58;"B";7;5;43;58;1;"D";53;13;1
"882";29995;1;"B";4;17;40;50;1;"E";53;13;0
